content,labels
"உன்னை போல அடி முட்டாள் இல்லை மக்கள். அறிவிலியே. <hashtag/> <hashtag/> செய்த ஊழல், போதை கடத்தல் பற்றிய ஆதாரங்கள் உனது அரசு கையில் இருக்க <hashtag/> + அவன் திருட்டு மகன் <hashtag/> + எல்லா திமுக திருடர்களை கைது செய்வதை விட்டு என்னடி நக்கலா?",Opinionated
"தேர்தல் கூட்டணி முதல் அதிமுக நாட்டுக்கான திட்டங்கள் வரை, மிக தெளிவாக, துள்ளியமாக, நயமாக, மரியாதையாக பேட்டி அளித்த . <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <seedling emoji/><seedling emoji/><seedling emoji/>",Positive
ஆலங்குளத்தில் விரட்டி அடிக்கப்பட்ட அனிதா ராதாகிருஷ்ணன்… <hashtag/>,Sarcastic
அனுதினமும் அதிகரிக்கும் பிரச்சாரங்கள்..!வாக்காளர்களை கவர போட்டாபோட்டி..! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
"மூன்று வாகனங்கள் குப்பாண்டம்பாளையம்,சாணார்பாளையம், சின்னார்பாளையம், ஆவத்திபாளையம்,ஆவரங்காடு, பள்ளிபாளையம் நகரம், ஓடப்பள்ளி பகுதிகளிலும் மாலை தண்ணீர்பந்தல்பாளையம், மோடமங்களம் பகுதிகளில் பரப்புரை மேற்கொள்ளப்பட்டது. புரட்சிவாழ்த்துகள்<raised fist emoji/> <hashtag/> <hashtag/> <studio microphone emoji/>",Opinionated
அன்பை வெளிப்படுத்திய தம்பிகள் மகிழ்ச்சி வெள்ளத்தில் மிதந்த அண்ணன் செந்தமிழன் சீமான் <red heart emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
இதுபோன்ற இழிசெயலை இனி யாரும் செய்ய துணியக்கூடாது.. அப்படி நடவடிக்கை தேவை - எடப்பாடி பழனிசாமி ஆவேசம்! <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
மறக்குமா தமிழகம்? <hashtag/> <thumbs down emoji/> <hashtag/> <flexed biceps emoji/><thumbs up emoji/>,Opinionated
"திமுக ஆட்சியில் பாலாறும், தேனாறும் ஓடும் என சொன்னார்கள்; ஆனால்.... ஆர்பி உதயகுமார் விமர்சனம் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Opinionated
"உங்களுக்கு கூடும் கூட்டம் காசுக்காகவும், குவாட்டருக்காகவும் கூடும். எங்களுக்கு கூடும் கூட்டம் எங்களின் கொள்கைக்காக கூடும் கூட்டம். காசு, குவாட்டர் எதுவும் கிடையாது. இது தானா சேர்ந்த கூட்டம் :smiling face with heart-eyes:<fire emoji/> <hashtag/> <hashtag/> <hashtag/>",Neutral
காங்கிரஸ் தேர்தல் அறிக்கை குறித்து இ-மெயில் மூலம் வரும் கருத்துக்களை படித்து பொதுமக்களிடம் தொலைபேசியில் உரையாடும் ராகுல் காந்தி! <hashtag/> <hashtag/> <hashtag/>,Positive
நமது சின்னம் ஒலிவாங்கி (மைக்) <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
செங்கல்பட்டில் திமுக வேட்பாளர் டி.ஆர் பாலு வேட்புமனு தாக்கல் செய்யவந்த நிலையில் கட்சி உறுப்பினர்கள் சாலையில் வரவேற்பு கொடுக்கும் போது அடுத்தடுத்து இரண்டு ஆம்புலன்ஸ் போக்குவரத்து நெரிசலில் சிக்கித் தவிப்பு... <hashtag/> <hashtag/>,Neutral
புரிஞ்சிடுச்சு <hugging face emoji/> அப்படியே ஆகட்டும்... ஆகட்டும்ம்ம்ம்..<people hugging emoji/> <hashtag/>,Neutral
ஸ்ரீதர் வாண்டையார் பரப்புரை <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
மதுரை முத்து போல property காமெடி செய்கிறார் உதயநிதி ; சீமான் கிண்டல்...!!! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
திமுகவிற்கு சமாதி கட்ட போகும் செங்கல் இது தான் ---- சாட்டை -- <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
இந்திய ஜனநாயகத்தை காத்திட வாக்களிப்பீர் கை சின்னத்துக்கு <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
மயிலாடுதுறை வெற்றி வேட்பாளர் அக்கா காளியம்மாள் அவர்களுக்காக<yellow heart emoji/><red heart emoji/>,Positive
"இந்தியா கூட்டணியின் மக்களவைத் தேர்தல் பரப்புரைப் பொதுக் கூட்டத்தில், கழகத் தலைவர் மாண்புமிகு தமிழ்நாடு முதலமைச்சர் திரு மு.க.ஸ்டாலின் அவர்கள் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Sarcastic
கன்னியாகுமரி மாவட்டத்தில் தேர்தல் செய்திகளை தேடி பார்க்கும் அனைத்து மாணவ மாணவிகளும் கொண்டாடுகிறார்கள் நாம் தமிழர் கட்சியை.<studio microphone emoji/><studio microphone emoji/> எங்க அக்கா இருந்தீங்க இவ்வளவு நாளாக..!<studio microphone emoji/><studio microphone emoji/><studio microphone emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
ஆம்புலன்ஸ்க்கு வழி விடாமல் அராஜகம் செய்த திமுக டி ஆர் பாலு தொண்டர்கள் பெண்ணின் ஆவேசம்,Opinionated
